CHANGE_DATE,CHART,CLASS_CODE,CLASS_NAME,ENTP_NAME,ETC_OTC_NAME,FORM_NAME,INGR_CODE,INGR_ENG_NAME,INGR_ENG_NAME_FULL,INGR_NAME,ITEM_NAME,ITEM_PERMIT_DATE,ITEM_SEQ,MAIN_INGR,MIX_INGR,MIX_TYPE,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,TYPE_NAME
20240522,흰색의 양면이 볼록한 장방형 필름코팅정제,01140,해열.진통.소염제,신일제약(주),전문의약품,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,에이스낙CR서방정200밀리그램(아세클로페낙),20191028,201907528,[M040359]아세클로페낙/[M040359]아세클로페낙,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,20210715,,,노인주의
20240522,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,오스템파마주식회사,전문의약품,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,오스템아세클로페낙정,20191204,201908226,[M040359]아세클로페낙,[M040359]아세클로페낙,단일,20210715,,,노인주의
20250415,흰색의 원형 장용성 필름코팅정,02190,기타의 순환계용약,(주)보령바이오파마,일반의약품,필름코팅정,D000452,Aspirin,Aspirin(아스피린),아스피린,보령바이오아스피린장용정100밀리그램,20191209,201908303,[M040355]아스피린,[M040355]아스피린,단일,20210715,,,노인주의
20240522,흰색의 장방형 서방성 필름코팅정,01140,해열.진통.소염제,일성아이에스(주),전문의약품,서방성필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아셀로CR서방정200밀리그램(아세클로페낙),20200113,202000205,[M040359]아세클로페낙/[M040359]아세클로페낙,[M040359]아세클로페낙/[M040359]아세클로페낙,단일,20210715,,,노인주의
20200123,밝은 노란색의 원형 필름코팅정,02590,기타의 비뇨생식기관 및 항문용약,주식회사케이에스제약,전문의약품,필름코팅정,D000730,Solifenacin succinate,Solifenacin succinate(솔리페나신숙신산염),솔리페나신숙신산염,시스케어정5밀리그램(솔리페나신숙신산염),20200120,202000290,[M259862]솔리페나신숙신산염,[M259862]솔리페나신숙신산염,단일,20200924,,,노인주의
20200123,연한 분홍색의 원형 필름코팅정,02590,기타의 비뇨생식기관 및 항문용약,주식회사케이에스제약,전문의약품,필름코팅정,D000730,Solifenacin succinate,Solifenacin succinate(솔리페나신숙신산염),솔리페나신숙신산염,시스케어정10밀리그램(솔리페나신숙신산염),20200120,202000291,[M259862]솔리페나신숙신산염,[M259862]솔리페나신숙신산염,단일,20200924,,,노인주의
20240522,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,대원바이오텍주식회사,전문의약품,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세진정(아세클로페낙),20200204,202000601,[M040359]아세클로페낙,[M040359]아세클로페낙,단일,20210715,,,노인주의
20240522,흰색의 원형 필름코팅정제,01140,해열.진통.소염제,주식회사더유제약,전문의약품,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세클론정(아세클로페낙),20200207,202000737,[M040359]아세클로페낙,[M040359]아세클로페낙,단일,20210715,,,노인주의
20240522,흰색의 원형 필름코팅 정제,01140,해열.진통.소염제,하이플생명과학(주),전문의약품,필름코팅정,D000739,Aceclofenac,Aceclofenac(아세클로페낙),아세클로페낙,아세클로디드정(아세클로페낙),20200217,202001048,[M040359]아세클로페낙,[M040359]아세클로페낙,단일,20210715,,,노인주의
20210907,밝은 노란색의 원형 필름코팅정,02590,기타의 비뇨생식기관 및 항문용약,일성아이에스(주),전문의약품,필름코팅정,D000730,Solifenacin succinate,Solifenacin succinate(솔리페나신숙신산염),솔리페나신숙신산염,솔페나정5밀리그램(솔리페나신숙신산염),20200220,202001227,[M259862]솔리페나신숙신산염,[M259862]솔리페나신숙신산염,단일,20200924,,,노인주의
20200903,연한 분홍색의 원형 필름코팅정,02590,기타의 비뇨생식기관 및 항문용약,일성아이에스(주),전문의약품,필름코팅정,D000730,Solifenacin succinate,Solifenacin succinate(솔리페나신숙신산염),솔리페나신숙신산염,솔페나정10밀리그램(솔리페나신숙신산염),20200220,202001228,[M259862]솔리페나신숙신산염,[M259862]솔리페나신숙신산염,단일,20200924,,,노인주의
20250415,흰색의 원형 장용성 필름코팅정,02190,기타의 순환계용약,삼성제약(주),일반의약품,장용성필름코팅정,D000452,Aspirin,Aspirin(아스피린),아스피린,삼성아스피린장용정100밀리그램,20200303,202001489,[M040355]아스피린,[M040355]아스피린,단일,20210715,,,노인주의
